ISIN,name,ticker,fund_size,expense,replication,structure,strategy,currency,currency_risk,vol_1_year,inception,distribution_policy,distribution_frequency,domicile,provider,YTD,1m_return,3m_return,6m_return,1y_return,3y_return,5y_return,max_return,2022_return,2021_return,2020_return,2019_return,vol_1y,vol_3y,vol_5y,sharpe_1y,sharpe_3y,sharpe_5y,maxdrawdown_1y,maxdrawdown_3y,maxdrawdown_5y,maxdrawdown,description
LU1681037518,Amundi Italy MIB ESG UCITS ETF,FMI,  GBP 50 m   , 0.18% p.a. , Physical (Full replication) ,ETF,Long-only,EUR,Currency unhedged, 19.24% ,31 January 2018,Accumulating,-,Luxembourg,Amundi ETF,+17.12%,-4.05%,+1.76%,+1.43%,+30.26%,+48.92%,+49.35%,+130.30%,-5.11%,+18.30%,+1.83%,+26.50%,19.24%,20.50%,22.73%,1.57,0.69,0.37,-10.70%,-25.52%,-37.69%,-48.87%," The Amundi Italy MIB ESG UCITS ETF seeks to track the MIB ESG index. The MIB ESG index tracks the largest Italian companies. The stocks included are filtered according to ESG criteria (environmental, social and corporate governance).      The ETF's TER (total expense ratio) amounts to 0.18% p.a..   The ETF replicates the performance of the underlying index by full replication (buying all the index constituents).    The dividends in the ETF  are accumulated and reinvested in the ETF.            The Amundi Italy MIB ESG UCITS ETF is a small ETF with 50m GBP assets under management.    The ETF was launched on 31 January 2018  and is domiciled in Luxembourg.  "
FR0013411998,Amundi ETF PEA Japan Topix UCITS ETF EUR Hedged,PTPXH,  GBP 17 m   , 0.48% p.a. , Synthetic (Unfunded swap) ,ETF,Long-only,EUR,Currency hedged, 15.73% ,15 May 2019,Accumulating,-,France,Amundi ETF,+17.27%,-2.02%,+2.95%,+11.87%,+17.50%,+38.90%,-,+43.32%,+1.39%,+3.32%,+11.37%,-,15.73%,16.39%,-,1.11,0.71,-,-8.14%,-19.25%,-,-24.97%," The Amundi ETF PEA Japan Topix UCITS ETF EUR Hedged seeks to track the TOPIX® (EUR Hedged) index. The TOPIX® (EUR Hedged) index tracks Japanese stocks on the TSE First Section segment of the Tokyo Stock Exchange, which comprises the largest market capitalisations. Currency hedged to Euro (EUR).      The ETF's TER (total expense ratio) amounts to 0.48% p.a..   The ETF replicates the performance of the underlying index synthetically with a swap.    The dividends in the ETF  are accumulated and reinvested in the ETF.            The Amundi ETF PEA Japan Topix UCITS ETF EUR Hedged is a small ETF with 17m GBP assets under management.    The ETF was launched on 15 May 2019  and is domiciled in France.  "
FR0010717124,Amundi ETF Short CAC 40 Daily UCITS ETF,C4S,  GBP 62 m   , 0.35% p.a. , Synthetic (Unfunded swap) ,ETF,Short,EUR,Currency unhedged, 18.06% ,3 March 2009,Accumulating,-,France,Amundi ETF,-14.26%,+2.09%,+2.21%,-2.53%,-11.22%,-46.32%,-51.49%,-89.14%,+6.72%,-31.71%,-1.59%,-29.43%,18.06%,19.96%,22.84%,-0.62,-0.94,-0.59,-28.80%,-51.68%,-64.19%,-90.58%, The Amundi ETF Short CAC 40 Daily UCITS ETF seeks to track the CAC 40® Short index. The CAC 40® Short index tracks the inverse performance of the CAC 40® index. The CAC 40® index tracks the largest and most traded French stocks listed on Euronext in Paris.      The ETF's TER (total expense ratio) amounts to 0.35% p.a..   The ETF replicates the performance of the underlying index synthetically with a swap.    The dividends in the ETF  are accumulated and reinvested in the ETF.            The Amundi ETF Short CAC 40 Daily UCITS ETF is a small ETF with 62m GBP assets under management.    The ETF was launched on 3 March 2009  and is domiciled in France.  
LU2244387887,BNP Paribas Easy ESG Growth Europe UCITS ETF Acc,EGRO,  GBP 53 m   , 0.30% p.a. , Synthetic (Unfunded swap) ,ETF,Long-only,EUR,Currency unhedged, 17.01% ,31 March 2021,Accumulating,-,Luxembourg,BNP Paribas Easy,+3.23%,-5.59%,-6.00%,-5.17%,+4.48%,-,-,-0.69%,-13.38%,-,-,-,17.01%,-,-,0.26,-,-,-9.90%,-,-,-24.27%," The BNP Paribas Easy ESG Growth Europe UCITS ETF Acc seeks to track the BNP Paribas Growth Europe ESG index. The BNP Paribas Growth Europe ESG index tracks European stocks with strong growth. The stocks included are filtered according to ESG criteria (environmental, social and corporate governance).      The ETF's TER (total expense ratio) amounts to 0.30% p.a..   The ETF replicates the performance of the underlying index synthetically with a swap.    The dividends in the ETF  are accumulated and reinvested in the ETF.            The BNP Paribas Easy ESG Growth Europe UCITS ETF Acc is a small ETF with 53m GBP assets under management.    The ETF was launched on 31 March 2021  and is domiciled in Luxembourg.  "
LU1377382285,BNP Paribas Easy ESG Value Europe UCITS ETF,EVAE,  GBP 69 m   , 0.30% p.a. , Synthetic (Unfunded swap) ,ETF,Long-only,EUR,Currency unhedged, 15.86% ,7 June 2016,Accumulating,-,Luxembourg,BNP Paribas Easy,+3.59%,-4.03%,-3.93%,-4.35%,+6.31%,+11.89%,-6.62%,+35.21%,-14.86%,+15.34%,-7.31%,+10.64%,15.86%,16.03%,18.19%,0.40,0.24,-0.07,-11.79%,-26.92%,-35.96%,-37.47%," The BNP Paribas Easy ESG Value Europe UCITS ETF seeks to track the BNP Paribas Value Europe ESG index. The BNP Paribas Value Europe ESG index tracks European stocks with a high value risk premia. The stocks included are filtered according to ESG criteria (environmental, social and corporate governance).      The ETF's TER (total expense ratio) amounts to 0.30% p.a..   The ETF replicates the performance of the underlying index synthetically with a swap.    The dividends in the ETF  are accumulated and reinvested in the ETF.            The BNP Paribas Easy ESG Value Europe UCITS ETF is a small ETF with 69m GBP assets under management.    The ETF was launched on 7 June 2016  and is domiciled in Luxembourg.  "
LU0908501132,Lyxor MSCI EMU ESG Broad CTB (DR) UCITS ETF Dist,MFDD,  GBP 19 m   , 0.12% p.a. , Physical (Full replication) ,ETF,Long-only,EUR,Currency unhedged, 19.87% ,16 May 2013,Distributing,Semi annually,Luxembourg,Amundi ETF,+8.08%,-4.89%,-4.20%,-2.25%,+22.31%,+26.91%,+25.53%,+130.39%,-8.59%,+15.17%,+6.28%,+20.53%,19.87%,19.09%,20.07%,1.12,0.43,0.23,-10.07%,-22.89%,-31.48%,-31.48%, The Lyxor MSCI EMU ESG Broad CTB (DR) UCITS ETF Dist seeks to track the MSCI EMU ESG Broad CTB Select index. The MSCI EMU ESG Broad CTB Select index tracks large and mid cap stocks from Eurozone countries. Securities are selected and weighted according to sustainability criteria and EU directives on climate protection. The parent index is the MSCI EMU.      The ETF's TER (total expense ratio) amounts to 0.12% p.a..  The Lyxor MSCI EMU ESG Broad CTB (DR) UCITS ETF Dist is the only ETF that tracks the MSCI EMU ESG Broad CTB Select index.   The ETF replicates the performance of the underlying index by full replication (buying all the index constituents).    The dividends in the ETF  are distributed to the investors (Semi annually).            The Lyxor MSCI EMU ESG Broad CTB (DR) UCITS ETF Dist is a small ETF with 19m GBP assets under management.    The ETF was launched on 16 May 2013  and is domiciled in Luxembourg.  
LU1834988781,Lyxor STOXX Europe 600 Travel & Leisure UCITS ETF - Acc,TRV,  GBP 74 m   , 0.30% p.a. , Synthetic (Unfunded swap) ,ETF,Long-only,EUR,Currency unhedged, 22.84% ,25 August 2006,Accumulating,-,Luxembourg,Amundi ETF,+13.06%,-6.73%,-11.12%,-3.23%,+21.42%,+26.34%,-8.61%,+143.09%,-9.63%,-3.06%,-10.07%,+15.78%,22.84%,27.54%,28.85%,0.94,0.29,-0.06,-12.16%,-40.99%,-51.40%,-52.81%, The Lyxor STOXX Europe 600 Travel & Leisure UCITS ETF - Acc seeks to track the STOXX® Europe 600 Travel & Leisure index. The STOXX® Europe 600 Travel & Leisure index tracks the European Travel and Leisure sector.      The ETF's TER (total expense ratio) amounts to 0.30% p.a..   The ETF replicates the performance of the underlying index synthetically with a swap.    The dividends in the ETF  are accumulated and reinvested in the ETF.            The Lyxor STOXX Europe 600 Travel & Leisure UCITS ETF - Acc is a small ETF with 74m GBP assets under management.    The ETF was launched on 25 August 2006  and is domiciled in Luxembourg.  
LU2446381555,BNP Paribas Easy ESG Eurozone Biodiversity Leaders PAB UCITS ETF,BIODV,  GBP 55 m   , 0.35% p.a. , Physical (Full replication) ,ETF,Long-only,EUR,Currency unhedged, - ,31 August 2022,Accumulating,-,Luxembourg,BNP Paribas Easy,+7.22%,-3.45%,-3.92%,-2.58%,-,-,-,+13.95%,-,-,-,-,-,-,-,-,-,-,-,-,-,-10.34%, The BNP Paribas Easy ESG Eurozone Biodiversity Leaders PAB UCITS ETF seeks to track the Euronext ESG Eurozone Biodiversity Leaders PAB index. The Euronext ESG Eurozone Biodiversity Leaders PAB index tracks stocks from Eurozone countries. The securities are selected according to sustainability criteria with a focus on biodiversity.      The ETF's TER (total expense ratio) amounts to 0.35% p.a..   The ETF replicates the performance of the underlying index by full replication (buying all the index constituents).    The dividends in the ETF  are accumulated and reinvested in the ETF.            The BNP Paribas Easy ESG Eurozone Biodiversity Leaders PAB UCITS ETF is a small ETF with 55m GBP assets under management.    The ETF was launched on 31 August 2022  and is domiciled in Luxembourg.  
LU1655103726,Ossiam Bloomberg Japan PAB NR UCITS ETF H1C (EUR Hedged),OP5H,  GBP 0 m   , 0.25% p.a. , Physical (Full replication) ,ETF,Long-only,EUR,Currency hedged, 17.49% ,14 November 2017,Accumulating,-,Luxembourg,Ossiam,+16.45%,-1.34%,+1.00%,+12.57%,+15.40%,+38.13%,+35.26%,+30.19%,-0.41%,+4.09%,+14.43%,+10.50%,17.49%,17.09%,17.73%,0.88,0.67,0.35,-7.32%,-18.74%,-29.11%,-30.99%, The Ossiam Bloomberg Japan PAB NR UCITS ETF H1C (EUR Hedged) seeks to track the Bloomberg PAB Japan Large & Mid Cap (EUR Hedged) index. The Bloomberg PAB Japan Large & Mid Cap (EUR Hedged) index tracks large- and mid-cap securities from Japan. The index aims to reduce greenhouse gas intensity by at least 50 percent compared to the investment universe (Bloomberg Japan Large & Mid Cap index) and by an average of at least 7 per cent per year. Currency hedged to Euro (EUR).      The ETF's TER (total expense ratio) amounts to 0.25% p.a..   The ETF replicates the performance of the underlying index by full replication (buying all the index constituents).    The dividends in the ETF  are accumulated and reinvested in the ETF.            The Ossiam Bloomberg Japan PAB NR UCITS ETF H1C (EUR Hedged) is a very small ETF with 0m GBP assets under management.    The ETF was launched on 14 November 2017  and is domiciled in Luxembourg.  
LU1646361276,Lyxor Core MSCI EMU (DR) UCITS ETF - Acc,MFEC,  GBP 9 m   , 0.12% p.a. , Physical (Full replication) ,ETF,Long-only,EUR,Currency unhedged, 19.21% ,6 February 2020,Accumulating,-,Luxembourg,Amundi ETF,+7.89%,-5.13%,-4.50%,-2.73%,+12.64%,+28.11%,-,+27.46%,-7.22%,+14.60%,-,-,19.21%,18.87%,-,0.66,0.46,-,-9.23%,-22.03%,-,-22.03%, The Lyxor Core MSCI EMU (DR) UCITS ETF - Acc seeks to track the MSCI EMU index. The MSCI EMU index tracks large and mid cap stocks from countries in the European Economic and Monetary Union.      The ETF's TER (total expense ratio) amounts to 0.12% p.a..  The Lyxor Core MSCI EMU (DR) UCITS ETF - Acc is the cheapest ETF that tracks the MSCI EMU index.   The ETF replicates the performance of the underlying index by full replication (buying all the index constituents).    The dividends in the ETF  are accumulated and reinvested in the ETF.            The Lyxor Core MSCI EMU (DR) UCITS ETF - Acc is a very small ETF with 9m GBP assets under management.    The ETF was launched on 6 February 2020  and is domiciled in Luxembourg.  
LU1602144575,Amundi MSCI EMU ESG Leaders Select UCITS ETF DR EUR (C),CMU,"  GBP 1,155 m   ", 0.25% p.a. , Physical (Full replication) ,ETF,Long-only,EUR,Currency unhedged, 16.85% ,14 February 2018,Accumulating,-,Luxembourg,Amundi ETF,+7.49%,-3.97%,-3.77%,-2.27%,+14.99%,+27.08%,+23.20%,+35.17%,-6.04%,+13.39%,+4.20%,+22.34%,16.85%,17.82%,19.49%,0.89,0.47,0.22,-9.11%,-21.70%,-31.78%,-31.78%," The Amundi MSCI EMU ESG Leaders Select UCITS ETF DR EUR (C) seeks to track the MSCI EMU ESG Leaders Select 5% Issuer Capped index. The MSCI EMU ESG Leaders Select 5% Issuer Capped index tracks large and mid cap stocks from countries in the European Economic and Monetary Union. Only companies with a high ESG (environmental, social and governance) rating, compared to their sector peers, are considered. The parent index is the MSCI EMU. The maximum weight of a company is capped to 5%.      The ETF's TER (total expense ratio) amounts to 0.25% p.a..  The Amundi MSCI EMU ESG Leaders Select UCITS ETF DR EUR (C) is the only ETF that tracks the MSCI EMU ESG Leaders Select 5% Issuer Capped index.   The ETF replicates the performance of the underlying index by full replication (buying all the index constituents).    The dividends in the ETF  are accumulated and reinvested in the ETF.            The Amundi MSCI EMU ESG Leaders Select UCITS ETF DR EUR (C) is a very large ETF with 1,155m GBP assets under management.    The ETF was launched on 14 February 2018  and is domiciled in Luxembourg.  "
FR0010655712,Amundi ETF DAX UCITS ETF DR,CG1,  GBP 484 m   , 0.10% p.a. , Physical (Full replication) ,ETF,Long-only,EUR,Currency unhedged, 17.02% ,23 September 2008,Accumulating,-,France,Amundi ETF,+8.05%,-4.37%,-4.84%,-1.42%,+19.02%,+15.23%,+17.43%,+154.01%,-8.03%,+7.80%,+8.89%,+18.78%,17.02%,19.03%,20.85%,1.12,0.25,0.16,-8.60%,-23.46%,-32.67%,-35.82%, The Amundi ETF DAX UCITS ETF DR seeks to track the DAX® index. The DAX® index tracks the 40 largest and most traded German stocks listed on the Prime Standard segment of the Frankfurt Stock Exchange.      The ETF's TER (total expense ratio) amounts to 0.10% p.a..   The ETF replicates the performance of the underlying index by full replication (buying all the index constituents).    The dividends in the ETF  are accumulated and reinvested in the ETF.            The Amundi ETF DAX UCITS ETF DR is a large ETF with 484m GBP assets under management.    The ETF was launched on 23 September 2008  and is domiciled in France.  
FR0010655746,Amundi ETF MSCI Spain UCITS ETF EUR (C),CS1,  GBP 39 m   , 0.25% p.a. , Synthetic (Unfunded swap) ,ETF,Long-only,EUR,Currency unhedged, 16.26% ,23 September 2008,Accumulating,-,France,Amundi ETF,+11.82%,-4.52%,-1.08%,+0.85%,+17.46%,+38.83%,+6.74%,+49.27%,+3.96%,+1.62%,-7.99%,+8.38%,16.26%,18.65%,20.84%,1.07,0.62,0.06,-10.51%,-19.08%,-34.63%,-53.30%, The Amundi ETF MSCI Spain UCITS ETF EUR (C) seeks to track the MSCI Spain index. The MSCI Spain index tracks leading stocks on the Spanish market.      The ETF's TER (total expense ratio) amounts to 0.25% p.a..  The Amundi ETF MSCI Spain UCITS ETF EUR (C) is the only ETF that tracks the MSCI Spain index.   The ETF replicates the performance of the underlying index synthetically with a swap.    The dividends in the ETF  are accumulated and reinvested in the ETF.            The Amundi ETF MSCI Spain UCITS ETF EUR (C) is a small ETF with 39m GBP assets under management.    The ETF was launched on 23 September 2008  and is domiciled in France.  
FR0010405431,Lyxor MSCI Greece UCITS ETF - Dist,GRE,  GBP 140 m   , 0.45% p.a. , Synthetic (Unfunded swap) ,ETF,Long-only,EUR,Currency unhedged, 20.42% ,5 January 2007,Distributing,Semi annually,France,Amundi ETF,+35.23%,-4.80%,+4.39%,+14.42%,+45.12%,+91.46%,+62.98%,-82.19%,+8.61%,+7.25%,-11.01%,+39.15%,20.42%,23.67%,27.37%,2.21,1.02,0.37,-11.21%,-23.08%,-47.31%,-95.58%," The Lyxor MSCI Greece UCITS ETF - Dist seeks to track the MSCI Greece IMI + Coca-Cola 20/35 index. The MSCI Greece IMI + Coca-Cola 20/35 index tracks large-, mid- and small-cap companies from Greece. The index also includes Coca-Cola Hellenic Bottling Company CDI. The weight of the largest constituent is constrained to 35% and the weights of all other constituents are constrained to a maximum of 20%.      The ETF's TER (total expense ratio) amounts to 0.45% p.a..   The ETF replicates the performance of the underlying index synthetically with a swap.    The dividends in the ETF  are distributed to the investors (Semi annually).            The Lyxor MSCI Greece UCITS ETF - Dist has 140m GBP assets under management.    The ETF was launched on 5 January 2007  and is domiciled in France.  "
LU1834983808,Lyxor STOXX Europe 600 Construction & Materials UCITS ETF - Acc,CST,  GBP 21 m   , 0.30% p.a. , Synthetic (Unfunded swap) ,ETF,Long-only,EUR,Currency unhedged, 20.64% ,25 August 2006,Accumulating,-,Luxembourg,Amundi ETF,+12.82%,-4.70%,-3.72%,-2.61%,+16.59%,+28.21%,+40.83%,+241.19%,-14.63%,+24.98%,+3.48%,+33.92%,20.64%,20.31%,22.56%,0.80,0.43,0.31,-12.97%,-25.32%,-35.79%,-55.19%, The Lyxor STOXX Europe 600 Construction & Materials UCITS ETF - Acc seeks to track the STOXX® Europe 600 Construction & Materials index. The STOXX® Europe 600 Construction & Materials index tracks the European Construction and Materials sector.      The ETF's TER (total expense ratio) amounts to 0.30% p.a..   The ETF replicates the performance of the underlying index synthetically with a swap.    The dividends in the ETF  are accumulated and reinvested in the ETF.            The Lyxor STOXX Europe 600 Construction & Materials UCITS ETF - Acc is a small ETF with 21m GBP assets under management.    The ETF was launched on 25 August 2006  and is domiciled in Luxembourg.  
LU1646360971,Lyxor Core MSCI EMU (DR) UCITS ETF - Dist,MFEX,  GBP 350 m   , 0.12% p.a. , Physical (Full replication) ,ETF,Long-only,EUR,Currency unhedged, 19.61% ,6 August 2003,Distributing,Semi annually,Luxembourg,Amundi ETF,+8.84%,-4.27%,-3.77%,-1.60%,+23.82%,+29.14%,+25.31%,+302.59%,-7.22%,+14.60%,+4.79%,+19.82%,19.61%,19.00%,20.09%,1.21,0.47,0.23,-9.23%,-22.03%,-31.79%,-48.68%, The Lyxor Core MSCI EMU (DR) UCITS ETF - Dist seeks to track the MSCI EMU index. The MSCI EMU index tracks large and mid cap stocks from countries in the European Economic and Monetary Union.      The ETF's TER (total expense ratio) amounts to 0.12% p.a..  The Lyxor Core MSCI EMU (DR) UCITS ETF - Dist is the cheapest ETF that tracks the MSCI EMU index.   The ETF replicates the performance of the underlying index by full replication (buying all the index constituents).    The dividends in the ETF  are distributed to the investors (Semi annually).            The Lyxor Core MSCI EMU (DR) UCITS ETF - Dist has 350m GBP assets under management.    The ETF was launched on 6 August 2003  and is domiciled in Luxembourg.  
LU1681042948,Amundi MSCI USA UCITS ETF USD,CU2G,  GBP 123 m   , 0.28% p.a. , Synthetic (Unfunded swap) ,ETF,Long-only,USD,Currency unhedged, 21.09% ,18 April 2018,Accumulating,-,Luxembourg,Amundi ETF,+9.16%,-2.46%,+2.76%,+5.14%,-0.47%,+35.66%,+65.46%,+447.63%,-10.12%,+28.17%,+16.89%,+28.10%,21.09%,19.58%,22.46%,-0.02,0.55,0.47,-11.92%,-16.89%,-26.68%,-26.68%, The Amundi MSCI USA UCITS ETF USD seeks to track the MSCI USA index. The MSCI USA index tracks the leading stocks on the US market.      The ETF's TER (total expense ratio) amounts to 0.28% p.a..   The ETF replicates the performance of the underlying index synthetically with a swap.    The dividends in the ETF  are accumulated and reinvested in the ETF.            The Amundi MSCI USA UCITS ETF USD has 123m GBP assets under management.    The ETF was launched on 18 April 2018  and is domiciled in Luxembourg.  
